order_id,date,customer_id,product_id,quantity,price,revenue
131,2023-09-23,97,24,3,563.5262451570457,1690.578735471137
132,2023-05-04,791,9,2,236.0876936841478,472.1753873682956
133,2023-10-22,218,28,3,330.69423542293373,992.0827062688012
134,2023-02-10,949,19,4,521.2170430238374,2084.8681720953496
135,2023-11-18,413,33,2,328.50207385790833,657.0041477158167
136,2023-07-26,282,9,1,224.78062474240366,224.78062474240366
137,2023-02-17,325,40,3,624.603294965269,1873.809884895807
138,2023-09-15,412,3,1,770.9207510686763,770.9207510686763
139,2023-09-23,820,14,3,420.1795867215838,1260.5387601647515
140,2023-02-17,916,21,4,880.1264398881362,3520.505759552545
141,2023-01-25,283,0,1,242.9322463137315,242.9322463137315
142,2023-01-07,816,8,4,468.7891672432745,1875.156668973098
143,2023-05-18,419,8,1,441.0045206167432,441.0045206167432
144,2023-10-15,261,47,2,615.9725953380444,1231.9451906760887
145,2023-10-10,53,49,3,303.96687589408754,911.9006276822627
146,2023-12-07,126,24,4,633.5793081003242,2534.3172324012967
147,2023-05-12,604,8,3,388.59028764499635,1165.770862934989
148,2023-09-05,859,16,3,750.1024840468067,2250.30745214042
149,2023-06-19,945,19,1,482.6746213921144,482.6746213921144
150,2023-09-02,150,46,4,727.4708074617223,2909.883229846889
151,2023-03-04,736,45,1,345.2174429015924,345.2174429015924
152,2023-10-17,295,10,1,563.4135621667477,563.4135621667477
153,2023-11-14,313,32,3,408.53189057215326,1225.5956717164597
154,2023-04-04,303,9,2,229.03135923009478,458.06271846018956
155,2023-10-02,163,12,4,793.275996719555,3173.10398687822
156,2023-12-24,832,26,2,585.4824475749516,1170.9648951499032
157,2023-07-28,72,5,3,400.1947062528013,1200.584118758404
158,2023-10-11,864,36,1,647.807740598493,647.807740598493
159,2023-07-06,852,1,1,737.736924820137,737.736924820137
160,2023-05-03,187,37,2,792.1799616624795,1584.359923324959
161,2023-04-24,251,42,1,899.9053190836668,899.9053190836668
162,2023-01-18,865,21,4,836.6001622526603,3346.4006490106412
163,2023-07-04,204,3,2,835.2993438444382,1670.5986876888765
164,2023-03-02,874,23,4,512.7337949883423,2050.9351799533692
165,2023-05-09,822,2,2,553.9210458715426,1107.8420917430851
166,2023-05-01,384,37,2,730.7709312146749,1461.5418624293497
167,2023-05-13,713,27,1,297.21940307630604,297.21940307630604
168,2023-04-19,302,19,3,484.6762600729556,1454.0287802188668
169,2023-03-10,128,3,4,793.1098112539037,3172.4392450156147
170,2023-11-08,745,22,1,728.3871896964114,728.3871896964114
171,2023-11-15,889,23,1,580.0187980056304,580.0187980056304
172,2023-10-29,543,31,1,414.2986193526065,414.2986193526065
173,2023-06-26,361,38,4,655.8034444546992,2623.2137778187966
174,2023-08-01,828,8,2,435.49952913263536,870.9990582652707
175,2023-02-04,38,21,1,906.808256383533,906.808256383533
176,2023-03-28,464,11,3,40.687116546455904,122.0613496393677
177,2023-11-09,894,21,1,788.6177132927708,788.6177132927708
178,2023-06-14,598,12,4,876.5932602895803,3506.373041158321
179,2023-04-22,918,44,1,109.48716150270118,109.48716150270118
180,2023-03-26,449,36,2,755.5742312120063,1511.1484624240127
181,2023-04-04,661,32,2,362.3708753027403,724.7417506054805
182,2023-08-23,415,41,3,868.4693709997634,2605.40811299929
183,2023-05-18,114,35,2,207.64532049317708,415.29064098635416
184,2023-01-28,10,13,3,414.9906285617654,1244.9718856852962
185,2023-09-03,126,18,2,542.5032843674193,1085.0065687348385
186,2023-06-01,583,42,1,837.018829219176,837.018829219176
187,2023-10-16,957,32,3,415.2815694427485,1245.8447083282454
188,2023-06-24,448,28,2,292.8489694441572,585.6979388883144
189,2023-05-21,757,0,2,224.85896272640105,449.7179254528021
190,2023-08-27,204,47,1,668.6849383760391,668.6849383760391
191,2023-11-13,924,38,4,668.50353086158,2674.01412344632
192,2023-01-17,70,12,1,888.5509897238973,888.5509897238973
193,2023-01-07,313,48,3,585.7671923250053,1757.301576975016
194,2023-08-29,573,16,3,667.0807023219315,2001.2421069657946
195,2023-09-10,386,14,1,411.5049388787545,411.5049388787545
196,2023-10-09,379,15,1,970.294125441528,970.294125441528
197,2023-03-14,631,0,1,264.6007149568741,264.6007149568741
198,2023-12-02,424,43,3,435.44301492054365,1306.329044761631
199,2023-07-18,717,28,3,322.7581618381771,968.2744855145313
200,2023-09-28,898,10,1,561.693807606018,561.693807606018
201,2023-02-26,231,17,3,318.67446827145426,956.0234048143627
202,2023-07-13,735,7,2,754.6666177476271,1509.3332354952543
203,2023-08-27,184,39,4,991.548613072795,3966.19445229118
204,2023-04-26,824,48,1,589.4831863764326,589.4831863764326
205,2023-11-29,556,14,4,441.0939120771728,1764.375648308691
206,2023-05-03,745,28,3,286.33139325203416,858.9941797561025
207,2023-07-01,205,39,3,965.3516455210001,2896.0549365630004
208,2023-05-12,506,10,2,554.853100861949,1109.706201723898
209,2023-04-06,858,29,3,185.11574949543925,555.3472484863178
210,2023-09-13,560,8,4,442.2747844765435,1769.099137906174
211,2023-11-13,503,14,4,366.4130172602881,1465.6520690411523
212,2023-05-16,200,36,4,750.1910508757762,3000.764203503105
213,2023-10-22,479,16,3,754.9889911134346,2264.966973340304
214,2023-07-11,43,28,3,283.28432158904974,849.8529647671492
215,2023-09-22,894,27,2,297.40074232671293,594.8014846534259
216,2023-08-03,990,2,1,632.8244174522824,632.8244174522824
217,2023-10-19,489,36,1,733.141571115013,733.141571115013
218,2023-11-28,681,12,3,805.2015410802496,2415.604623240749
219,2023-01-08,615,39,1,874.1825222076441,874.1825222076441
220,2023-04-04,733,11,2,41.057889103257494,82.11577820651499
221,2023-07-26,335,16,2,758.6387971901371,1517.2775943802742
222,2023-12-12,790,17,2,353.02627012728544,706.0525402545709
223,2023-03-03,805,46,3,731.1739756925027,2193.5219270775083
224,2023-08-10,60,0,2,237.15920784062098,474.31841568124196
225,2023-06-05,916,45,1,388.77846788152283,388.77846788152283
226,2023-10-05,585,38,1,648.316348087375,648.316348087375
227,2023-10-06,886,5,4,364.45541633898034,1457.8216653559214
228,2023-12-23,339,11,1,40.44523905650745,40.44523905650745
229,2023-09-14,676,21,2,831.7472468564217,1663.4944937128435
230,2023-04-06,674,14,1,411.63439984923383,411.63439984923383
231,2023-10-29,689,47,2,659.7544910967669,1319.5089821935337
232,2023-07-06,503,39,3,1001.3813577481784,3004.1440732445353
233,2023-04-14,76,37,2,846.916244537207,1693.832489074414
234,2023-11-27,992,37,4,844.0293251128685,3376.117300451474
235,2023-05-20,298,30,3,27.042765110224657,81.12829533067398
236,2023-12-31,858,34,3,21.739199759004244,65.21759927701274
237,2023-09-10,780,48,3,538.5123851778609,1615.5371555335828
238,2023-07-06,916,10,2,550.6010530776214,1101.2021061552427
239,2023-10-31,500,34,2,21.614858363793143,43.229716727586286
240,2023-04-24,432,31,4,389.5952057243691,1558.3808228974765
241,2023-07-26,767,42,2,862.3367353891683,1724.6734707783367
242,2023-07-27,708,20,1,978.2789334493566,978.2789334493566
243,2023-01-25,67,28,3,317.4444655738952,952.3333967216855
244,2023-03-15,572,42,1,805.3653222646398,805.3653222646398
245,2023-07-30,854,23,3,591.0161281488834,1773.04838444665
246,2023-07-02,539,4,3,171.15488565144878,513.4646569543463
247,2023-02-20,660,11,2,42.22597322360107,84.45194644720215
248,2023-04-23,169,19,2,535.4233509347432,1070.8467018694864
249,2023-07-22,287,10,1,592.0162521131605,592.0162521131605
250,2023-02-24,693,17,4,362.7214210626776,1450.8856842507105
251,2023-10-04,939,4,3,188.5640513321852,565.6921539965556
252,2023-12-11,181,9,2,201.01774998333886,402.0354999666777
253,2023-03-05,838,3,1,781.3214317500152,781.3214317500152
254,2023-08-02,753,46,1,717.5022565335014,717.5022565335014
255,2023-05-22,433,19,2,554.9709384974435,1109.941876994887
256,2023-02-28,42,14,4,397.57896481050216,1590.3158592420086
257,2023-01-20,221,37,3,814.3002017087049,2442.900605126115
258,2023-03-31,93,12,1,858.1211994913225,858.1211994913225
259,2023-08-18,833,35,2,210.29160357294353,420.58320714588706
260,2023-12-30,935,42,2,886.0512481793032,1772.1024963586065
261,2023-01-29,295,25,2,1045.8746214943699,2091.7492429887398
262,2023-12-06,627,15,2,956.8894245805062,1913.7788491610124
263,2023-01-07,975,44,3,112.52626405056354,337.5787921516906
264,2023-06-04,180,22,4,807.5259564393906,3230.1038257575624
265,2023-03-14,930,19,1,567.4034840071376,567.4034840071376
266,2023-08-27,222,7,3,810.4608095332586,2431.3824285997757
267,2023-08-10,365,19,4,480.1121805476337,1920.448722190535
268,2023-04-29,267,48,1,637.3599367322853,637.3599367322853
269,2023-12-16,924,18,2,561.5896720642227,1123.1793441284453
270,2023-03-12,363,33,3,298.69303445606994,896.0791033682099
271,2023-12-24,727,9,4,201.50492529837084,806.0197011934833
272,2023-03-25,898,36,2,666.5225534200881,1333.0451068401762
273,2023-03-13,295,43,4,423.61975618361157,1694.4790247344463
274,2023-04-20,191,7,1,717.2680731910033,717.2680731910033
275,2023-03-01,649,38,4,592.2519029188448,2369.0076116753794
276,2023-05-05,12,31,4,404.3216526592351,1617.2866106369404
277,2023-03-27,515,30,2,24.67811966667877,49.35623933335754
278,2023-12-10,894,22,2,747.5311631221493,1495.0623262442987
279,2023-01-11,987,45,4,351.16338870190094,1404.6535548076038
280,2023-07-11,485,9,4,207.3820526575459,829.5282106301836
281,2023-12-21,939,47,4,667.6315992057532,2670.526396823013
282,2023-05-25,64,30,3,24.948527782372047,74.84558334711613
283,2023-04-16,180,33,1,281.95953911408867,281.95953911408867
284,2023-03-30,687,17,3,366.05961315455284,1098.1788394636585
285,2023-04-16,270,14,3,371.21884406067636,1113.656532182029
286,2023-01-13,848,31,1,466.9729422394524,466.9729422394524
287,2023-08-06,730,20,2,955.9574430099916,1911.9148860199832
288,2023-07-20,446,11,4,42.53372103477634,170.13488413910537
289,2023-11-23,760,34,4,23.493781386956854,93.97512554782742
290,2023-10-22,707,24,4,546.6824156448554,2186.7296625794215
291,2023-12-31,848,48,1,596.5884285512172,596.5884285512172
292,2023-03-18,187,25,2,993.5532024051553,1987.1064048103106
293,2023-05-12,550,7,1,794.4277762093516,794.4277762093516
294,2023-07-06,485,37,4,742.3998288919092,2969.599315567637
295,2023-08-10,450,27,3,265.27339455400875,795.8201836620262
296,2023-08-14,719,21,4,918.3670321195385,3673.468128478154
297,2023-07-19,246,7,2,703.7025361534628,1407.4050723069256
298,2023-07-25,543,34,2,23.305066809001577,46.610133618003154
299,2023-07-06,75,48,3,636.4756105127418,1909.4268315382255
300,2023-09-12,836,24,3,557.8503118357711,1673.5509355073132
301,2023-09-11,724,19,3,534.9791784367274,1604.937535310182
302,2023-01-13,556,41,2,834.0308160560788,1668.0616321121577
303,2023-07-24,336,35,1,209.09794131346004,209.09794131346004
304,2023-09-30,919,7,2,825.786003080036,1651.572006160072
305,2023-10-06,685,7,4,822.1514744059442,3288.605897623777
306,2023-04-21,698,12,3,760.5600835147372,2281.680250544212
307,2023-06-05,472,15,3,925.0280033477693,2775.084010043308
308,2023-07-29,510,16,2,802.9354246745642,1605.8708493491283
309,2023-04-06,497,28,2,323.1800232570483,646.3600465140966
310,2023-09-26,170,20,2,904.7218754053492,1809.4437508106985
311,2023-02-24,848,39,3,948.3858636894628,2845.1575910683882
312,2023-07-20,179,9,4,215.91507212978203,863.6602885191281
313,2023-06-29,925,32,1,395.9727902819318,395.9727902819318
314,2023-07-01,366,0,4,224.9996909271082,899.9987637084328
315,2023-04-08,719,8,4,392.08576669434103,1568.3430667773641
316,2023-08-25,973,7,4,821.8248607115701,3287.2994428462803
317,2023-09-25,320,42,4,800.4205672294846,3201.6822689179385
318,2023-05-19,614,42,3,897.9951549403204,2693.985464820961
319,2023-08-09,724,20,4,1044.0896788564141,4176.358715425657
320,2023-12-08,945,37,1,831.792548351683,831.792548351683
321,2023-11-06,711,40,1,619.8025929999075,619.8025929999075
322,2023-05-19,855,48,1,650.3326600409871,650.3326600409871
323,2023-03-04,103,18,3,547.784281041157,1643.3528431234708
324,2023-09-30,5,18,4,553.7677029452093,2215.070811780837
325,2023-02-07,118,36,3,715.1342593700198,2145.4027781100594
326,2023-08-02,217,48,3,576.3004813719772,1728.9014441159316
327,2023-09-26,307,31,1,446.8729331167684,446.8729331167684
328,2023-09-04,699,45,3,362.9215708041717,1088.764712412515
329,2023-12-21,749,39,4,916.4343169003013,3665.737267601205
330,2023-07-29,815,39,1,1007.782312684106,1007.782312684106
331,2023-07-27,369,3,2,761.694282298201,1523.388564596402
332,2023-05-17,366,15,4,945.0498860481846,3780.1995441927384
333,2023-05-22,748,24,3,591.0593864823413,1773.178159447024
334,2023-09-07,919,41,1,961.8161067587763,961.8161067587763
335,2023-12-26,9,18,3,551.0913728429631,1653.2741185288892
336,2023-07-14,953,26,4,645.6877208580407,2582.750883432163
337,2023-06-12,459,40,1,621.7705713568444,621.7705713568444
338,2023-06-24,161,22,3,728.3696036821423,2185.108811046427
339,2023-05-20,470,3,3,801.2747735884709,2403.8243207654127
340,2023-05-09,245,24,2,553.6111252794827,1107.2222505589655
341,2023-05-29,984,19,1,559.5325725012846,559.5325725012846
342,2023-10-21,764,14,2,385.1473516789083,770.2947033578166
343,2023-10-29,24,20,4,887.8243242339552,3551.2972969358207
344,2023-03-11,624,42,4,803.497596284984,3213.990385139936
345,2023-04-01,529,20,4,1033.2961057046427,4133.184422818571
346,2023-12-26,662,2,4,601.5629163715838,2406.2516654863352
347,2023-12-11,179,48,4,634.2643957104228,2537.0575828416913
348,2023-03-02,191,4,2,184.42192122702644,368.8438424540529
349,2023-11-07,548,44,2,98.49942648088441,196.99885296176882
350,2023-03-14,570,47,2,701.2327824676107,1402.4655649352214
351,2023-07-07,818,29,3,174.73123851678642,524.1937155503592
352,2023-11-28,934,25,1,978.7271962976816,978.7271962976816
353,2023-08-08,889,29,1,157.35241253385504,157.35241253385504
354,2023-07-05,980,46,2,611.7034869104901,1223.4069738209803
355,2023-02-21,856,11,1,40.65501775435903,40.65501775435903
356,2023-02-09,612,46,1,638.9267168363624,638.9267168363624
357,2023-07-10,489,41,1,960.7175667308894,960.7175667308894
358,2023-01-22,677,34,1,25.347333899497517,25.347333899497517
359,2023-07-09,686,16,1,738.3673439958891,738.3673439958891
360,2023-05-21,656,37,1,769.8225596882534,769.8225596882534
361,2023-09-19,162,45,2,368.1341238426181,736.2682476852362
362,2023-05-23,821,26,1,605.9652826534461,605.9652826534461
363,2023-09-02,674,5,1,431.6027166690068,431.6027166690068
364,2023-11-01,406,24,2,535.6515171672686,1071.3030343345372
365,2023-01-05,985,19,2,490.0152888276968,980.0305776553936
366,2023-08-30,145,3,1,906.34101967874,906.34101967874
367,2023-01-13,902,43,3,456.07923316394925,1368.2376994918477
368,2023-03-04,490,46,4,698.1400447165566,2792.5601788662266
369,2023-04-10,674,31,2,457.80799999512595,915.6159999902519
370,2023-12-26,919,16,3,694.2791105694337,2082.837331708301
371,2023-03-06,354,31,4,421.71724984200745,1686.8689993680298
372,2023-11-10,127,13,1,416.1174863306157,416.1174863306157
373,2023-08-27,835,39,3,839.7416047299835,2519.2248141899504
374,2023-07-09,387,44,2,97.5281107762741,195.0562215525482
375,2023-08-25,193,30,3,24.11111572297642,72.33334716892927
376,2023-10-07,782,42,3,929.5611618630511,2788.6834855891534
377,2023-02-14,961,7,3,823.6340001514532,2470.9020004543595
378,2023-04-13,124,15,3,851.598886221299,2554.7966586638972
379,2023-08-18,657,49,1,297.8146761263643,297.8146761263643
380,2023-03-01,609,42,2,791.3252659895123,1582.6505319790247
381,2023-12-16,901,45,4,367.98699148855934,1471.9479659542374
382,2023-01-06,287,41,2,869.9284830808504,1739.8569661617007
383,2023-04-06,456,36,2,724.6637861896239,1449.3275723792478
384,2023-04-22,375,2,2,553.2932189494612,1106.5864378989224
385,2023-04-06,387,3,1,872.9915382907996,872.9915382907996
386,2023-08-02,503,5,3,432.6358485159047,1297.907545547714
387,2023-05-30,879,10,1,628.1159768832086,628.1159768832086
388,2023-01-03,392,11,3,40.669136721208496,122.00741016362548
389,2023-01-18,112,40,1,612.8324277935626,612.8324277935626
390,2023-03-24,124,46,1,646.2341029401695,646.2341029401695
391,2023-09-13,726,29,1,161.81235331710627,161.81235331710627
392,2023-08-25,247,47,3,703.6978412081324,2111.093523624397
393,2023-07-25,489,45,2,365.0835725815648,730.1671451631296
394,2023-05-07,936,24,2,550.6558323516477,1101.3116647032955
395,2023-02-17,737,9,3,204.41917294972774,613.2575188491833
396,2023-03-26,404,21,1,813.025201439397,813.025201439397
397,2023-07-28,447,1,4,622.7197109915835,2490.878843966334
398,2023-02-23,330,15,1,836.4477036370292,836.4477036370292
399,2023-07-06,857,15,2,979.6234758503898,1959.2469517007796
400,2023-08-27,303,41,4,890.920624096473,3563.682496385892
401,2023-09-03,641,25,3,972.4302568010005,2917.2907704030013
402,2023-03-20,71,6,3,185.63916208086192,556.9174862425857
403,2023-03-04,999,11,1,43.725381025220166,43.725381025220166
404,2023-01-17,62,16,4,694.8707065085067,2779.482826034027
405,2023-01-08,836,25,4,906.3603270700227,3625.4413082800907
406,2023-04-28,860,46,4,643.5603305002917,2574.2413220011667
407,2023-05-31,399,13,2,470.0829263593436,940.1658527186872
408,2023-06-29,123,36,1,690.5748708138268,690.5748708138268
409,2023-08-16,430,45,4,351.56964890436865,1406.2785956174746
410,2023-04-16,20,36,3,772.9115183373541,2318.734555012062
411,2023-10-12,659,24,2,572.7469280000803,1145.4938560001606
412,2023-08-12,783,17,1,355.10027851849156,355.10027851849156
413,2023-01-30,44,18,3,609.55214077162,1828.6564223148598
414,2023-11-14,885,28,4,326.7307555328456,1306.9230221313824
415,2023-11-25,742,18,2,544.9146246532878,1089.8292493065755
416,2023-08-27,334,19,1,530.4218661355128,530.4218661355128
417,2023-02-19,849,4,4,187.31087272801108,749.2434909120443
418,2023-03-16,676,21,2,767.3933493983286,1534.7866987966572
419,2023-10-27,801,12,2,834.4979223237816,1668.9958446475632
420,2023-04-05,134,3,3,779.6025832696364,2338.807749808909
421,2023-06-08,383,34,1,23.97391064640056,23.97391064640056
422,2023-12-05,606,31,2,423.53598483145333,847.0719696629067
423,2023-05-18,129,1,4,709.1323280029977,2836.529312011991
424,2023-12-18,143,15,2,839.0157599989382,1678.0315199978763
425,2023-04-17,87,0,3,251.4140260003347,754.2420780010041
426,2023-01-04,326,25,3,1027.0856276334239,3081.2568829002716
427,2023-04-05,720,32,3,440.3785248500779,1321.1355745502337
428,2023-11-17,558,27,1,298.2723038358303,298.2723038358303
429,2023-04-16,791,3,4,761.5604846818968,3046.2419387275872
430,2023-10-23,817,42,3,910.6176694180461,2731.8530082541383
431,2023-01-12,194,41,3,933.0715215734973,2799.214564720492
432,2023-11-01,655,1,4,617.9718241545428,2471.887296618171
433,2023-03-25,677,27,1,255.9575381806037,255.9575381806037
434,2023-09-23,443,41,4,883.5404409782791,3534.1617639131164
435,2023-12-27,373,41,3,835.2083348723589,2505.6250046170767
436,2023-07-27,236,21,1,905.2226219687067,905.2226219687067
437,2023-12-29,282,40,4,633.7963892159052,2535.1855568636206
438,2023-03-30,321,11,4,37.93636866372647,151.74547465490588
439,2023-12-12,200,9,4,229.10333754390416,916.4133501756166
440,2023-06-25,787,38,4,643.7440178869074,2574.9760715476295
441,2023-05-04,675,23,2,522.08516072447,1044.17032144894
442,2023-06-08,568,13,2,414.32454807002836,828.6490961400567
443,2023-01-12,612,27,4,286.8609156175726,1147.4436624702903
444,2023-10-07,916,9,2,198.15416344315355,396.3083268863071
445,2023-05-26,727,13,2,493.253091998031,986.506183996062
