order_id,customer_id,order_date,product_category,revenue,quantity,price,age,gender,country
389,112,2023-01-18,Home,612.8324277935626,1,612.8324277935626,69,F,USA
4487,800,2023-01-18,Home,1670.8846819708572,4,417.7211704927143,33,M,UK
4520,871,2023-01-19,Clothing,1673.8366341348644,4,418.4591585337161,50,F,FR
4569,973,2023-01-19,Books,2403.906550408259,3,801.3021834694197,45,M,FR
4790,118,2023-01-19,Clothing,1240.2939305117004,2,620.1469652558502,40,M,FR
4744,174,2023-01-19,Clothing,1952.3170995267783,2,976.1585497633891,52,F,UK
1843,814,2023-01-19,Books,2271.5291727406734,3,757.1763909135578,37,M,UK
792,364,2023-01-19,Clothing,1230.9971063468793,3,410.3323687822931,27,F,FR
4596,347,2023-01-19,Electronics,643.0347371230829,1,643.0347371230829,55,F,USA
4253,486,2023-01-19,Home,2430.0229558672418,3,810.0076519557473,77,M,DE
3070,592,2023-01-19,Home,854.5456107444104,1,854.5456107444104,19,F,USA
2202,963,2023-01-19,Electronics,2249.1054526384014,4,562.2763631596004,36,F,UK
710,773,2023-01-19,Home,1687.7156419585174,3,562.5718806528391,58,M,USA
3262,331,2023-01-19,Sports,827.7022269469761,1,827.7022269469761,72,F,IT
3221,392,2023-01-19,Sports,215.0426327632672,1,215.0426327632672,25,M,FR
4548,691,2023-01-19,Electronics,1220.458572972491,4,305.1146432431228,72,F,UK
1910,968,2023-01-20,Sports,573.2983590183385,3,191.09945300611284,29,F,UK
257,221,2023-01-20,Sports,2442.900605126115,3,814.3002017087049,35,F,USA
2227,577,2023-01-20,Books,76.39353562865875,3,25.464511876219586,18,M,UK
2970,758,2023-01-20,Books,2809.630312050951,4,702.4075780127378,22,F,USA
2669,581,2023-01-20,Books,701.1413768092438,1,701.1413768092438,49,F,IT
728,215,2023-01-20,Home,2154.1149459603303,3,718.0383153201101,49,M,UK
1053,905,2023-01-21,Home,2368.6723955207526,3,789.5574651735842,56,F,DE
3641,298,2023-01-21,Books,1264.3484813686505,3,421.44949378955016,79,F,UK
4827,964,2023-01-21,Books,696.2955010880191,4,174.07387527200478,22,M,USA
1434,51,2023-01-21,Sports,960.7984302102556,3,320.26614340341854,34,M,IT
1578,819,2023-01-21,Books,46.19993015478335,2,23.09996507739168,38,M,FR
2658,111,2023-01-21,Home,1651.1820727854858,2,825.5910363927429,55,M,UK
1614,233,2023-01-21,Sports,691.8496967585766,3,230.6165655861922,48,F,UK
1950,151,2023-01-21,Sports,2338.7194196711644,3,779.5731398903881,59,F,FR
2367,144,2023-01-21,Home,2144.2034572106145,3,714.7344857368715,77,M,DE
3063,898,2023-01-21,Books,75.30113164365316,3,25.100377214551056,19,F,FR
4589,638,2023-01-21,Home,949.3708763010666,3,316.4569587670222,56,F,FR
3073,804,2023-01-21,Home,1290.4250201101709,3,430.141673370057,59,M,IT
4670,334,2023-01-21,Clothing,418.8249685727242,1,418.8249685727242,79,M,USA
2444,457,2023-01-21,Sports,894.5967654654073,1,894.5967654654073,27,F,UK
3864,767,2023-01-22,Sports,2915.2492079072576,4,728.8123019768144,52,F,UK
358,677,2023-01-22,Books,25.34733389949752,1,25.34733389949752,41,M,DE
447,205,2023-01-22,Clothing,1001.6301868175376,1,1001.6301868175376,38,M,FR
3546,973,2023-01-22,Electronics,1568.897079575379,3,522.965693191793,45,M,FR
97,212,2023-01-22,Clothing,3970.0998930512415,4,992.5249732628106,77,M,UK
4793,621,2023-01-22,Books,184.3274463143144,1,184.3274463143144,54,F,IT
927,65,2023-01-22,Clothing,3986.759418689673,4,996.6898546724184,48,F,DE
1191,872,2023-01-22,Electronics,530.2865524062171,1,530.2865524062171,34,M,FR
851,366,2023-01-22,Home,2739.682509249338,3,913.2275030831128,75,F,IT
645,458,2023-01-22,Home,1049.779189204588,2,524.889594602294,38,M,IT
1891,342,2023-01-22,Clothing,994.5166101895352,1,994.5166101895352,52,F,FR
970,974,2023-01-22,Sports,3489.7109925414875,4,872.4277481353719,58,F,DE
4337,18,2023-01-22,Books,112.05416680627243,4,28.013541701568112,50,F,FR
4599,383,2023-01-22,Electronics,2435.8760616434342,4,608.9690154108586,41,M,IT
1085,770,2023-01-22,Books,708.8074719672592,1,708.8074719672592,74,M,DE
4969,558,2023-01-22,Home,333.4321249154584,1,333.4321249154584,36,F,DE
2292,755,2023-01-23,Home,322.47651997468387,2,161.23825998734193,66,F,IT
4723,199,2023-01-23,Electronics,571.147996894815,1,571.147996894815,23,M,IT
3443,419,2023-01-23,Clothing,2887.109951853652,3,962.3699839512174,45,F,UK
4896,516,2023-01-23,Home,947.2420610112224,3,315.74735367040745,38,F,USA
2535,103,2023-01-23,Clothing,624.1560025492021,1,624.1560025492021,35,M,IT
2272,105,2023-01-23,Books,670.9965826608799,1,670.9965826608799,56,F,IT
1332,579,2023-01-23,Clothing,1289.69263968395,3,429.8975465613167,57,F,IT
1374,559,2023-01-23,Clothing,447.4446376879396,4,111.86115942198492,40,F,FR
4957,844,2023-01-23,Books,1691.6075191437076,4,422.9018797859269,75,F,IT
661,409,2023-01-23,Sports,2410.529251574155,3,803.5097505247182,75,M,IT
4880,293,2023-01-23,Home,866.1405278103218,3,288.7135092701073,39,M,UK
3212,764,2023-01-24,Sports,1205.3660283800616,2,602.6830141900308,56,M,IT
912,510,2023-01-24,Sports,709.2407575102318,3,236.41358583674395,58,M,UK
3131,924,2023-01-24,Books,577.6579527159734,1,577.6579527159734,63,M,DE
2833,257,2023-01-24,Books,21.803891804011005,1,21.803891804011005,63,M,USA
24,540,2023-01-24,Home,930.4776287170832,1,930.4776287170832,69,F,UK
1971,290,2023-01-24,Electronics,1229.1514525175064,2,614.5757262587532,24,F,IT
4887,28,2023-01-24,Home,2114.833796858996,4,528.7084492147488,77,M,FR
4423,951,2023-01-24,Home,3109.14438035747,4,777.2860950893674,50,F,USA
1958,539,2023-01-24,Home,813.0358937872377,1,813.0358937872377,32,F,USA
2933,220,2023-01-24,Sports,783.1310710109896,1,783.1310710109896,37,F,USA
2671,215,2023-01-24,Books,892.5062370611141,1,892.5062370611141,49,M,UK
2779,777,2023-01-24,Books,656.5138957711006,1,656.5138957711006,61,M,FR
1854,725,2023-01-24,Clothing,1737.299619801242,4,434.3249049503105,22,F,USA
4426,60,2023-01-24,Home,516.9563535963143,1,516.9563535963143,75,F,UK
141,283,2023-01-25,Home,242.9322463137315,1,242.9322463137315,78,M,FR
3801,976,2023-01-25,Home,1250.707517320004,3,416.90250577333467,54,F,USA
3075,823,2023-01-25,Electronics,930.8269983123096,1,930.8269983123096,44,F,USA
3938,917,2023-01-25,Books,2254.9118624092584,4,563.7279656023146,66,M,FR
95,111,2023-01-25,Books,1716.1673218443443,3,572.0557739481148,55,M,UK
1322,267,2023-01-25,Clothing,962.6701852270556,1,962.6701852270556,57,M,FR
2312,642,2023-01-25,Sports,374.3583017911775,2,187.17915089558875,63,F,FR
